index,recordDate,recordTime,recordEpoch,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,imageDescription,streamingVideoURL,currentImageUpdateFrequency,currentImageURL,referenceImageUpdateFrequency,referenceImage1UpdateAgoURL,referenceImage2UpdatesAgoURL,referenceImage3UpdatesAgoURL,referenceImage4UpdatesAgoURL,referenceImage5UpdatesAgoURL,referenceImage6UpdatesAgoURL,referenceImage7UpdatesAgoURL,referenceImage8UpdatesAgoURL,referenceImage9UpdatesAgoURL,referenceImage10UpdatesAgoURL,referenceImage11UpdatesAgoURL,referenceImage12UpdatesAgoURL
230,2023-10-05,13:53:54,1696539234,3,"Hwy 50 at E_Bidwell_St_SAC50_WB_2",Folsom,-121.1141451,38.643676,439,East,Sacramento,US-50,,,21.534,L,27.204,true,,https://wzmedia.dot.ca.gov/D3/50_E_Bidwell_St_SAC50_WB_2.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/hwy50atebidwellstsac50wb2.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atebidwellstsac50wb2/previous/hwy50atebidwellstsac50wb2-12.jpg
231,2025-05-27,15:46:29,1748385989,3,"Hwy 50 at Prairie City",Folsom,-121.1557241,38.642402,275,West,Sacramento,US-50,,,19.278,L,24.948,true,,https://wzmedia.dot.ca.gov/D3/50_Prairie_City_Rd_SAC50_WB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/hwy50atprairiecity.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atprairiecity/previous/hwy50atprairiecity-12.jpg
232,2023-08-24,13:15:23,1692908123,3,"Hwy 50 at Folsom_Blvd_SAC50_WB_1",Folsom,-121.196928,38.640212,164,West,Sacramento,US-50,,,17.029,L,22.699,true,,https://wzmedia.dot.ca.gov/D3/50_Folsom_Blvd_SAC50_WB_1.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/hwy50atfolsomblvdsac50wb1.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb1/previous/hwy50atfolsomblvdsac50wb1-12.jpg
233,2025-05-27,19:19:59,1748398799,3,"Hwy 50 at Hazel OC JEO WB 1","Rancho Cordova",-121.216651,38.631541,137,West,Sacramento,US-50,,,15.804,L,21.474,true,,https://wzmedia.dot.ca.gov/D3/50_Hazel_Ave_OC_JEO_SAC50_WB_1.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/hwy50athazelocjeowb1.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb1/previous/hwy50athazelocjeowb1-12.jpg
234,2025-05-27,19:20:07,1748398807,3,"Hwy 50 at Hazel OC JEO WB 2","Rancho Cordova",-121.216611,38.631531,137,East,Sacramento,US-50,,,15.804,L,21.474,true,,https://wzmedia.dot.ca.gov/D3/50_Hazel_Ave_OC_JEO_SAC50_WB_2.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/hwy50athazelocjeowb2.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50athazelocjeowb2/previous/hwy50athazelocjeowb2-12.jpg
235,2025-10-21,14:55:11,1761083711,3,"Hwy 50 at El Dorado ED50 WB 3","El Dorado Hills",-121.0720351,38.652741,636,East,"El Dorado",US-50,,,0.798,L,29.604,true,,https://wzmedia.dot.ca.gov/D3/50_El_Dorado_Hills_ED50_WB_3.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/hwy50ateldoradoed50wb3.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50ateldoradoed50wb3/previous/hwy50ateldoradoed50wb3-12.jpg
236,2025-06-10,14:32:15,1749591135,3,"Hwy 20 at Dorsey Dr EB","Grass Valley",-121.0428401,39.2291216,2690,North,Nevada,SR-20,,R,14.258,R,184.730,true,,https://wzmedia.dot.ca.gov/D3/20_Dorsey_Dr_NEV20_EB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/hwy20atdorseydreb.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy20atdorseydreb/previous/hwy20atdorseydreb-12.jpg
237,2025-10-17,16:26:10,1760743570,3,"Hwy 70 WO Cox Ln",Oroville,-121.61262643307546,39.37603606875519,104,,Butte,SR-70,,,4.895,L,37.428,true,,https://wzmedia.dot.ca.gov/D3/70_Cox_Ln_WO_BUT70_WB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/hwy70wocoxln.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy70wocoxln/previous/hwy70wocoxln-12.jpg
238,2023-03-14,12:12:26,1678821146,3," Hwy 99 at E Eaton Rd 1",Chico,-121.881511,39.780785,177,,Butte,SR-99,,R,36.92,L,381.743,true,,https://wzmedia.dot.ca.gov/D3/99_E_Eaton_Rd_JNO_BUT99_SB_1.stream/playlist.m3u8,"Not Reported",https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/hwy99ateeatonrd1.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd1/previous/hwy99ateeatonrd1-12.jpg
239,2023-03-14,12:20:52,1678821652,3," Hwy 99 at E Eaton Rd 2",Chico,-121.881511,39.780785,177,,Butte,SR-99,,R," 36.920",L," 381.380",true,,https://wzmedia.dot.ca.gov/D3/99_E_Eaton_Rd_JNO_BUT99_SB_2.stream/playlist.m3u8,"Not Reported",https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/hwy99ateeatonrd2.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99ateeatonrd2/previous/hwy99ateeatonrd2-12.jpg
240,2026-02-25,16:53:39,1772067219,3,"Hwy 50 at Folsom_Blvd_SAC50_WB_2",Folsom,-121.1968,38.64,164,West,Sacramento,US-50,,,17.029,L,22.699,true,,https://wzmedia.dot.ca.gov/D3/50_Folsom_Blvd_SAC50_WB_2.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/hwy50atfolsomblvdsac50wb2.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy50atfolsomblvdsac50wb2/previous/hwy50atfolsomblvdsac50wb2-12.jpg
241,2025-08-17,15:51:58,1755471118,3,"Hwy 99 at Hwy 5 1",Sacramento,-121.540407,38.671014,26,,Sacramento,SR-99,,,32.366,,299.15,true,,https://wzmedia.dot.ca.gov/D3/99_JCT5_SAC99_SB_1.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/hwy99athwy51.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy51/previous/hwy99athwy51-12.jpg
242,2025-08-17,15:51:59,1755471119,3,"Hwy 99 at Hwy 5 2",Sacramento,-121.54035608100833,38.671021779452666,26,,Sacramento,SR-99,,,32.366,,299.15,true,,https://wzmedia.dot.ca.gov/D3/99_JCT5_SAC99_SB_2.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/hwy99athwy52.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy99athwy52/previous/hwy99athwy52-12.jpg
244,2023-07-31,11:38:49,1690828729,3,"Hwy 80 at JCT244 EB",Sacramento,-121.372681,38.64886,89,East,Sacramento,I-80,,R,11.261,,94.905,true,,https://wzmedia.dot.ca.gov/D3/80_JCT244_SAC80_EB.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/hwy80atjct244eb.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atjct244eb/previous/hwy80atjct244eb-12.jpg
